Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Region,Occupancy Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge Off Amount,Original Appraisal Amount,Appraisal Value,Appraisal Date,FICO,Total Loan To Value,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date
East West Bank,EWB-1000077,Lot Loan,GNMA,Borrower 77,"6350 Main St, Unit 24",Commercial & Multi-Family (5+ Units),SP1,TX,East,4,DIS,Charles Wilson,2023-11-26,2053-11-18,2026-04-20,3421,Current,0,878735,0,961774,1234664,2023-11-11,694,71.17,2025-11-13,4411,251,DDA-96392,22211,2026-02-20,2026-03-19
East West Bank,EWB-1000078,Construction,PRIV,Borrower 78,"7318 Main St, Unit 42",Residential Property (1-4 Units),SP1,IL,South,2,REO,Daniel Martin,2023-01-27,2053-01-19,2026-04-20,1441,60-Day Delinquent,60,443853,0,518452,533743,2023-01-12,637,83.16,2025-12-13,2014,565,DDA-58022,42196,2026-02-28,2026-03-18
East West Bank,EWB-1000079,Equity,PRIV,Borrower 79,"5145 Main St, Unit 23",Residential Property (1-4 Units),SP1,IL,North,2,M,Sandra Garcia,2022-06-01,2052-05-24,2026-04-20,1130,30-Day Delinquent,30,980066,0,1133237,1163531,2022-05-17,621,84.23,2025-12-15,1556,480,DDA-82583,45613,2026-02-19,2026-03-19
East West Bank,EWB-1000080,Conventional,FHLMC,Borrower 80,"4611 Main St, Unit 49",Commercial & Multi-Family (5+ Units),CE1,FL,West,3,PIF,Joseph White,2022-06-27,2052-06-19,2026-04-20,3919,Current,0,140326,0,260078,321470,2022-06-12,653,43.65,2025-12-12,2221,616,DDA-82618,36341,2026-03-14,2026-03-18
East West Bank,EWB-1000081,Specialty,EWB-INT,Borrower 81,"7395 Main St, Unit 39",Commercial & Multi-Family (5+ Units),SP1,MA,North,4,TRNS,Richard Davis,2022-07-22,2052-07-14,2026-04-20,2497,Current,0,139336,0,201663,184285,2022-07-07,747,75.61,2025-11-11,1354,294,DDA-41216,40313,2026-03-18,2026-03-18
East West Bank,EWB-1000082,ARM,PRIV,Borrower 82,"6260 Main St, Unit 50",Commercial & Multi-Family (5+ Units),CR1,NJ,West,1,TRNS,Sarah Jenkins,2023-06-14,2053-06-06,2026-04-20,3950,Current,0,296717,0,461955,451689,2023-05-30,777,65.69,2025-12-13,1161,428,DDA-70692,10556,2026-03-20,2026-03-19
East West Bank,EWB-1000083,Foreign National,EWB-INT,Borrower 83,"7787 Main St, Unit 28",Residential Property (1-4 Units),LC1,NJ,South,3,LOSS,James Miller,2022-07-07,2052-06-29,2026-04-20,1048,Current,0,141166,0,262547,292243,2022-06-22,643,48.3,2025-12-14,2635,540,DDA-77021,43156,2026-02-25,2026-03-17
East West Bank,EWB-1000084,Foreign National,FNMA,Borrower 84,"3076 Main St, Unit 26",Commercial & Multi-Family (5+ Units),CR1,NY,South,1,LEG,Emily Watson,2023-11-10,2053-11-02,2026-04-20,2682,Current,0,261422,0,292483,327909,2023-10-26,670,79.72,2025-11-08,4923,465,DDA-36641,12948,2026-03-12,2026-03-21
East West Bank,EWB-1000085,Conventional,EWB-INT,Borrower 85,"6357 Main St, Unit 27",Commercial & Multi-Family (5+ Units),HE1,NY,East,4,SII,Michael Chen,2022-02-12,2052-02-05,2026-04-20,2860,30-Day Delinquent,30,314926,0,364835,461511,2022-01-28,711,68.24,2025-12-12,3673,904,DDA-27809,3655,2026-02-20,2026-03-21
East West Bank,EWB-1000086,Specialty,PRIV,Borrower 86,"794 Main St, Unit 24",Residential Property (1-4 Units),CE1,WA,South,3,M,Barbara Taylor,2023-09-14,2053-09-06,2026-04-20,1751,90-Day Delinquent,120,563993,3744,627095,652194,2023-08-30,706,86.48,2025-11-19,1081,101,DDA-23898,14901,2026-03-14,2026-03-17
East West Bank,EWB-1000087,Equity,FHLMC,Borrower 87,"2790 Main St, Unit 37",Residential Property (1-4 Units),LC1,TX,West,1,PIF,Jessica Taylor,2023-05-05,2053-04-27,2026-04-20,1289,Current,0,814589,0,1037121,1006256,2023-04-20,601,80.95,2025-11-11,1512,419,DDA-40441,26787,2026-03-19,2026-03-16
East West Bank,EWB-1000088,Lot Loan,GNMA,Borrower 88,"590 Main St, Unit 17",Commercial & Multi-Family (5+ Units),LC1,NY,East,2,FC,Sandra Garcia,2023-05-18,2053-05-10,2026-04-20,3381,60-Day Delinquent,60,1068518,0,1206731,1160816,2023-05-03,640,92.05,2025-12-12,3477,586,DDA-82563,48961,2026-03-01,2026-03-18
East West Bank,EWB-1000089,Construction,GNMA,Borrower 89,"4662 Main St, Unit 36",Residential Property (1-4 Units),CS1,IL,South,1,TRNS,Thomas Thompson,2023-01-15,2053-01-07,2026-04-20,4249,30-Day Delinquent,30,289858,0,524705,562395,2022-12-31,812,51.54,2025-12-12,2306,856,DDA-47933,46126,2026-03-07,2026-03-20
East West Bank,EWB-1000090,ARM,GNMA,Borrower 90,"3587 Main St, Unit 22",Commercial & Multi-Family (5+ Units),SP1,TX,South,4,LEG,Susan Martinez,2023-05-10,2053-05-02,2026-04-20,1354,90-Day Delinquent,90,522432,4232,704594,814977,2023-04-25,756,64.1,2025-12-11,4832,176,DDA-38393,26694,2026-03-16,2026-03-16
East West Bank,EWB-1000091,Equity,FHLMC,Borrower 91,"7343 Main St, Unit 12",Residential Property (1-4 Units),CE1,GA,East,2,REO,Daniel Martin,2023-08-20,2053-08-12,2026-04-20,1841,Current,0,458832,0,795263,1028013,2023-08-05,594,44.63,2025-12-27,4422,818,DDA-24056,29539,2026-02-27,2026-03-18
East West Bank,EWB-1000092,Lot Loan,EWB-INT,Borrower 92,"3763 Main St, Unit 11",Commercial & Multi-Family (5+ Units),CS1,IL,East,4,TRNS,David Rodriguez,2022-02-04,2052-01-28,2026-04-20,3059,60-Day Delinquent,60,132284,0,257512,263220,2022-01-20,594,50.26,2025-12-25,4569,325,DDA-59214,35849,2026-03-15,2026-03-21
East West Bank,EWB-1000093,ARM,PRIV,Borrower 93,"9807 Main St, Unit 5",Residential Property (1-4 Units),CE1,NJ,South,1,PIF,Daniel Martin,2022-07-02,2052-06-24,2026-04-20,1478,Current,0,484622,0,523616,646285,2022-06-17,728,74.99,2026-01-01,3607,517,DDA-18024,49916,2026-02-27,2026-03-19
East West Bank,EWB-1000094,Conventional,PRIV,Borrower 94,"6023 Main St, Unit 10",Commercial & Multi-Family (5+ Units),LC1,NJ,North,2,M,Michael Chen,2023-10-22,2053-10-14,2026-04-20,3290,Current,0,357380,0,525037,639320,2023-10-07,787,55.9,2025-12-31,3375,237,DDA-79053,30664,2026-03-08,2026-03-19
East West Bank,EWB-1000095,Foreign National,GNMA,Borrower 95,"989 Main St, Unit 38",Commercial & Multi-Family (5+ Units),LC1,TX,East,1,SII,Christopher Thomas,2022-07-22,2052-07-14,2026-04-20,3498,90-Day Delinquent,90,138740,2856,267796,294650,2022-07-07,687,47.09,2025-12-09,4216,976,DDA-89465,9160,2026-03-20,2026-03-16
East West Bank,EWB-1000096,ARM,GNMA,Borrower 96,"5350 Main St, Unit 12",Commercial & Multi-Family (5+ Units),CE1,NJ,West,1,TRNS,Christopher Thomas,2023-04-18,2053-04-10,2026-04-20,1221,90-Day Delinquent,90,724045,4462,1140198,1299079,2023-04-03,716,55.74,2025-12-15,2567,53,DDA-52016,47056,2026-02-24,2026-03-21
East West Bank,EWB-1000097,ARM,GNMA,Borrower 97,"4940 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CS1,VA,North,2,LEG,Lisa Williams,2022-04-03,2052-03-26,2026-04-20,3071,Current,0,346465,0,530002,614715,2022-03-19,629,56.36,2025-12-04,4336,186,DDA-49265,47034,2026-02-26,2026-03-18
East West Bank,EWB-1000098,Specialty,FHLMC,Borrower 98,"4998 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CE1,WA,South,3,DIS,Robert Brown,2023-01-31,2053-01-23,2026-04-20,2511,30-Day Delinquent,30,634308,0,740978,853640,2023-01-16,783,74.31,2025-12-10,3589,70,DDA-41006,41297,2026-03-18,2026-03-21
East West Bank,EWB-1000099,Specialty,GNMA,Borrower 99,"4813 Main St, Unit 38",Residential Property (1-4 Units),HE1,IL,North,3,LEG,Lisa Williams,2022-10-23,2052-10-15,2026-04-20,1033,90-Day Delinquent,90,738878,4666,1057317,1344501,2022-10-08,588,54.96,2025-12-31,1838,613,DDA-59103,31138,2026-03-12,2026-03-19
East West Bank,EWB-1000100,Equity,EWB-INT,Borrower 100,"7755 Main St, Unit 8",Commercial & Multi-Family (5+ Units),LC1,IL,South,1,PIF,Joseph White,2023-02-28,2053-02-20,2026-04-20,3490,60-Day Delinquent,60,463025,0,818234,828111,2023-02-13,690,55.91,2025-12-01,4942,236,DDA-16988,29679,2026-02-24,2026-03-20
East West Bank,EWB-1000101,Construction,PRIV,Borrower 101,"6299 Main St, Unit 18",Commercial & Multi-Family (5+ Units),CE1,VA,North,1,REO,Daniel Martin,2023-09-09,2053-09-01,2026-04-20,3074,90-Day Delinquent,120,848520,1824,941971,1152538,2023-08-25,798,73.62,2025-12-20,1629,825,DDA-94899,42187,2026-02-21,2026-03-20
East West Bank,EWB-1000102,Foreign National,FHLMC,Borrower 102,"2020 Main St, Unit 8",Commercial & Multi-Family (5+ Units),CR1,NJ,West,3,SII,Christopher Thomas,2023-01-14,2053-01-06,2026-04-20,1756,90-Day Delinquent,90,432509,4653,666349,686422,2022-12-30,677,63.01,2025-12-08,3282,182,DDA-25669,6724,2026-03-02,2026-03-21
East West Bank,EWB-1000103,Construction,EWB-INT,Borrower 103,"3612 Main St, Unit 8",Residential Property (1-4 Units),HE1,NJ,South,2,TRNS,John Smith,2023-09-29,2053-09-21,2026-04-20,2998,Current,0,824592,0,974792,1114586,2023-09-14,611,73.98,2025-11-26,4273,829,DDA-60174,27372,2026-03-13,2026-03-19
East West Bank,EWB-1000104,Equity,GNMA,Borrower 104,"7511 Main St, Unit 27",Commercial & Multi-Family (5+ Units),HE1,FL,North,3,LOSS,Barbara Taylor,2022-11-19,2052-11-11,2026-04-20,2453,30-Day Delinquent,30,758186,0,917836,871284,2022-11-04,689,87.02,2025-12-02,1423,994,DDA-31898,17904,2026-03-20,2026-03-16
East West Bank,EWB-1000105,Equity,FNMA,Borrower 105,"9165 Main St, Unit 11",Commercial & Multi-Family (5+ Units),HE1,NJ,East,3,PIF,Robert Brown,2023-01-01,2052-12-24,2026-04-20,1244,Current,0,571277,0,957789,1223093,2022-12-17,817,46.71,2025-11-18,2935,148,DDA-25130,9772,2026-02-28,2026-03-20
East West Bank,EWB-1000106,Conventional,FHLMC,Borrower 106,"7265 Main St, Unit 6",Residential Property (1-4 Units),HE1,VA,North,3,M,Margaret Harris,2023-07-03,2053-06-25,2026-04-20,1986,Current,0,136447,0,152869,169312,2023-06-18,637,80.59,2025-11-21,3913,211,DDA-34533,47077,2026-03-13,2026-03-19
East West Bank,EWB-1000107,Lot Loan,PRIV,Borrower 107,"5827 Main St, Unit 17",Commercial & Multi-Family (5+ Units),SP1,CA,South,1,LEG,Emily Watson,2022-05-14,2052-05-06,2026-04-20,3571,Current,0,597972,0,786584,975104,2022-04-29,687,61.32,2025-12-30,2795,564,DDA-11364,31825,2026-02-27,2026-03-21
East West Bank,EWB-1000108,Foreign National,GNMA,Borrower 108,"1066 Main St, Unit 50",Commercial & Multi-Family (5+ Units),SP1,CA,West,4,BK,David Rodriguez,2022-10-31,2052-10-23,2026-04-20,3050,Current,0,163978,0,188467,222791,2022-10-16,797,73.6,2025-12-09,2940,992,DDA-45480,26782,2026-03-12,2026-03-19
East West Bank,EWB-1000109,Equity,FNMA,Borrower 109,"4443 Main St, Unit 29",Commercial & Multi-Family (5+ Units),LC1,CA,South,1,REO,Susan Martinez,2022-01-11,2052-01-04,2026-04-20,3966,Current,0,886476,0,1027844,1244173,2021-12-27,685,71.25,2025-11-17,2982,639,DDA-76734,3173,2026-03-02,2026-03-16
East West Bank,EWB-1000110,Construction,GNMA,Borrower 110,"6477 Main St, Unit 25",Commercial & Multi-Family (5+ Units),CS1,CA,North,2,DIS,Charles Wilson,2022-08-12,2052-08-04,2026-04-20,2596,Current,0,869255,0,1257447,1441456,2022-07-28,606,60.3,2025-12-09,4678,91,DDA-71572,8177,2026-03-16,2026-03-18
East West Bank,EWB-1000111,Foreign National,EWB-INT,Borrower 111,"6598 Main St, Unit 3",Residential Property (1-4 Units),LC1,VA,South,2,M,Donald Martinez,2023-02-11,2053-02-03,2026-04-20,1401,30-Day Delinquent,30,532700,0,589430,623551,2023-01-27,667,85.43,2025-11-24,4718,57,DDA-31853,14688,2026-02-25,2026-03-19
East West Bank,EWB-1000112,Specialty,GNMA,Borrower 112,"5978 Main St, Unit 27",Commercial & Multi-Family (5+ Units),LC1,MA,South,3,FC,Patricia Hernandez,2022-12-22,2052-12-14,2026-04-20,1568,30-Day Delinquent,30,251632,0,406687,447439,2022-12-07,633,56.24,2025-11-27,1768,563,DDA-62270,37387,2026-02-19,2026-03-16
East West Bank,EWB-1000113,ARM,FNMA,Borrower 113,"2812 Main St, Unit 49",Commercial & Multi-Family (5+ Units),SP1,NJ,South,2,BK,Sarah Jenkins,2023-06-03,2053-05-26,2026-04-20,1657,Current,0,269616,0,321890,373690,2023-05-19,757,72.15,2025-11-27,2889,849,DDA-42684,27000,2026-03-12,2026-03-18
East West Bank,EWB-1000114,Equity,PRIV,Borrower 114,"4451 Main St, Unit 41",Commercial & Multi-Family (5+ Units),CE1,NY,North,4,LOSS,Nancy Jackson,2023-05-14,2053-05-06,2026-04-20,2646,30-Day Delinquent,30,163398,0,266381,317858,2023-04-29,738,51.41,2025-11-21,1156,264,DDA-35978,30724,2026-02-23,2026-03-19
East West Bank,EWB-1000115,Conventional,PRIV,Borrower 115,"6894 Main St, Unit 6",Commercial & Multi-Family (5+ Units),SP1,GA,East,1,BK,Matthew Moore,2022-11-03,2052-10-26,2026-04-20,1966,90-Day Delinquent,120,166377,2102,284508,304997,2022-10-19,805,54.55,2025-12-02,2331,84,DDA-13077,34112,2026-03-02,2026-03-18
East West Bank,EWB-1000116,Conventional,GNMA,Borrower 116,"4768 Main St, Unit 16",Residential Property (1-4 Units),CS1,CA,South,3,PIF,Michael Chen,2023-11-18,2053-11-10,2026-04-20,4386,Current,0,928992,0,1349386,1335208,2023-11-03,767,69.58,2025-12-25,1424,271,DDA-20447,8751,2026-02-28,2026-03-20
East West Bank,EWB-1000117,Foreign National,FNMA,Borrower 117,"1080 Main St, Unit 35",Commercial & Multi-Family (5+ Units),CR1,VA,East,2,LOSS,Jessica Taylor,2022-10-01,2052-09-23,2026-04-20,2314,Current,0,799247,0,990477,1206699,2022-09-16,661,66.23,2025-11-13,2985,542,DDA-13885,25595,2026-03-01,2026-03-19
East West Bank,EWB-1000118,Equity,FNMA,Borrower 118,"6588 Main St, Unit 33",Residential Property (1-4 Units),CE1,NJ,East,2,LEG,Margaret Harris,2022-08-09,2052-08-01,2026-04-20,4376,30-Day Delinquent,30,935920,0,1029611,1319935,2022-07-25,693,70.91,2025-11-30,3803,962,DDA-64007,10833,2026-03-01,2026-03-20
East West Bank,EWB-1000119,Equity,EWB-INT,Borrower 119,"816 Main St, Unit 47",Residential Property (1-4 Units),SP1,NJ,West,2,LEG,James Miller,2022-04-18,2052-04-10,2026-04-20,3384,30-Day Delinquent,30,177256,0,195714,229194,2022-04-03,651,77.34,2025-11-03,3450,554,DDA-92150,45109,2026-03-02,2026-03-21
East West Bank,EWB-1000120,Conventional,FHLMC,Borrower 120,"6889 Main St, Unit 16",Residential Property (1-4 Units),CS1,CA,South,4,M,Robert Brown,2022-05-04,2052-04-26,2026-04-20,1808,Current,0,504147,0,780271,764544,2022-04-19,776,65.94,2025-12-31,4395,482,DDA-68142,4407,2026-02-23,2026-03-18
East West Bank,EWB-1000121,Conventional,GNMA,Borrower 121,"9752 Main St, Unit 35",Commercial & Multi-Family (5+ Units),HE1,WA,South,3,PIF,Richard Davis,2023-04-12,2053-04-04,2026-04-20,1522,Current,0,189508,0,274123,311441,2023-03-28,611,60.85,2025-11-29,1691,650,DDA-44806,33931,2026-03-14,2026-03-18
East West Bank,EWB-1000122,ARM,FNMA,Borrower 122,"5657 Main St, Unit 41",Commercial & Multi-Family (5+ Units),CS1,VA,North,4,REO,Donald Martinez,2022-07-28,2052-07-20,2026-04-20,4047,Current,0,741475,0,1281565,1603030,2022-07-13,602,46.25,2025-11-18,4564,552,DDA-49943,781,2026-02-20,2026-03-17
East West Bank,EWB-1000123,Foreign National,PRIV,Borrower 123,"8599 Main St, Unit 45",Residential Property (1-4 Units),SP1,GA,South,1,BK,Sandra Garcia,2022-01-02,2051-12-26,2026-04-20,2585,90-Day Delinquent,90,230560,3783,328274,326705,2021-12-18,614,70.57,2025-12-06,4957,718,DDA-21231,1425,2026-03-13,2026-03-19
East West Bank,EWB-1000124,Equity,EWB-INT,Borrower 124,"7851 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CR1,FL,South,4,REO,Barbara Taylor,2022-01-01,2051-12-25,2026-04-20,4031,30-Day Delinquent,30,483589,0,561927,598530,2021-12-17,728,80.8,2025-12-31,2475,529,DDA-37664,39446,2026-02-26,2026-03-21
East West Bank,EWB-1000125,Equity,EWB-INT,Borrower 125,"1221 Main St, Unit 10",Commercial & Multi-Family (5+ Units),SP1,IL,North,3,TRNS,Christopher Thomas,2023-06-16,2053-06-08,2026-04-20,3163,Current,0,146387,0,281373,314061,2023-06-01,622,46.61,2025-12-18,2365,555,DDA-82881,20854,2026-03-03,2026-03-16
East West Bank,EWB-1000126,Foreign National,PRIV,Borrower 126,"4431 Main St, Unit 11",Commercial & Multi-Family (5+ Units),LC1,NY,South,3,LEG,Barbara Taylor,2022-01-16,2052-01-09,2026-04-20,1844,90-Day Delinquent,120,829049,3319,1185362,1299253,2022-01-01,773,63.81,2025-12-26,3499,296,DDA-58143,29620,2026-02-23,2026-03-18
East West Bank,EWB-1000127,Specialty,GNMA,Borrower 127,"5125 Main St, Unit 3",Residential Property (1-4 Units),HE1,CA,North,2,REO,Sandra Garcia,2022-06-02,2052-05-25,2026-04-20,1350,90-Day Delinquent,150,653689,2601,798307,816954,2022-05-18,777,80.02,2025-12-31,1337,900,DDA-43836,34332,2026-02-24,2026-03-19
East West Bank,EWB-1000128,ARM,PRIV,Borrower 128,"5868 Main St, Unit 13",Residential Property (1-4 Units),LC1,GA,North,4,BK,Daniel Martin,2022-09-13,2052-09-05,2026-04-20,4542,Current,0,221035,0,418246,535501,2022-08-29,782,41.28,2025-12-10,1061,308,DDA-97101,26319,2026-03-01,2026-03-16
East West Bank,EWB-1000129,Lot Loan,FHLMC,Borrower 129,"6561 Main St, Unit 17",Commercial & Multi-Family (5+ Units),CR1,GA,West,3,PIF,Robert Brown,2023-07-03,2053-06-25,2026-04-20,4253,Current,0,294905,0,404079,369534,2023-06-18,703,79.8,2025-11-26,1757,516,DDA-99462,8016,2026-02-19,2026-03-21
East West Bank,EWB-1000130,ARM,FHLMC,Borrower 130,"6888 Main St, Unit 13",Residential Property (1-4 Units),CS1,WA,South,3,FC,Joseph White,2022-08-03,2052-07-26,2026-04-20,1332,Current,0,420230,0,838105,995758,2022-07-19,775,42.2,2025-11-11,2166,897,DDA-51329,4936,2026-03-18,2026-03-21
East West Bank,EWB-1000131,Construction,FNMA,Borrower 131,"3581 Main St, Unit 30",Residential Property (1-4 Units),LC1,WA,South,2,BK,David Rodriguez,2023-05-28,2053-05-20,2026-04-20,4499,90-Day Delinquent,120,992315,485,1133609,1086277,2023-05-13,599,91.35,2025-12-27,4613,900,DDA-25505,24485,2026-02-28,2026-03-16
East West Bank,EWB-1000132,Foreign National,PRIV,Borrower 132,"6145 Main St, Unit 31",Residential Property (1-4 Units),LC1,IL,East,1,TRNS,Thomas Thompson,2023-06-25,2053-06-17,2026-04-20,4626,90-Day Delinquent,120,309002,1026,595101,761195,2023-06-10,672,40.59,2025-11-06,3883,169,DDA-13867,33211,2026-02-22,2026-03-18
East West Bank,EWB-1000133,Equity,GNMA,Borrower 133,"7143 Main St, Unit 34",Commercial & Multi-Family (5+ Units),HE1,MA,East,2,SII,Charles Wilson,2023-03-29,2053-03-21,2026-04-20,1104,Current,0,1131915,0,1271567,1518827,2023-03-14,786,74.53,2025-12-26,1144,926,DDA-62887,19837,2026-02-20,2026-03-18
East West Bank,EWB-1000134,Foreign National,GNMA,Borrower 134,"6906 Main St, Unit 29",Residential Property (1-4 Units),CS1,GA,North,2,M,Lisa Williams,2023-01-28,2053-01-20,2026-04-20,1009,30-Day Delinquent,30,999054,0,1216646,1325080,2023-01-13,663,75.4,2025-11-20,4991,267,DDA-77307,12210,2026-03-10,2026-03-16
East West Bank,EWB-1000135,Conventional,EWB-INT,Borrower 135,"114 Main St, Unit 32",Residential Property (1-4 Units),CE1,GA,West,4,M,Joseph White,2022-03-12,2052-03-04,2026-04-20,4726,Current,0,852986,0,1280650,1574964,2022-02-25,761,54.16,2025-11-27,2604,899,DDA-62901,37033,2026-03-01,2026-03-21
East West Bank,EWB-1000136,Construction,PRIV,Borrower 136,"9398 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CS1,CA,West,4,M,Donald Martinez,2023-03-03,2053-02-23,2026-04-20,4881,Current,0,834922,0,1374665,1245722,2023-02-16,603,67.02,2025-11-26,4466,866,DDA-59137,3421,2026-03-18,2026-03-20
East West Bank,EWB-1000137,ARM,GNMA,Borrower 137,"4812 Main St, Unit 22",Commercial & Multi-Family (5+ Units),CE1,NJ,East,2,TRNS,Linda Garcia,2022-05-16,2052-05-08,2026-04-20,2289,30-Day Delinquent,30,941722,0,1173904,1195090,2022-05-01,716,78.8,2025-12-30,3469,653,DDA-62010,1471,2026-03-06,2026-03-18
East West Bank,EWB-1000138,Specialty,GNMA,Borrower 138,"5468 Main St, Unit 20",Residential Property (1-4 Units),CE1,GA,North,2,BK,Susan Martinez,2023-12-26,2053-12-18,2026-04-20,4486,Current,0,503876,0,648863,735380,2023-12-11,753,68.52,2025-12-07,2158,762,DDA-78338,40212,2026-03-14,2026-03-20
East West Bank,EWB-1000139,Lot Loan,GNMA,Borrower 139,"4824 Main St, Unit 13",Residential Property (1-4 Units),LC1,WA,South,1,REO,James Miller,2023-07-24,2053-07-16,2026-04-20,1566,Current,0,427206,0,680089,679629,2023-07-09,710,62.86,2025-11-21,3196,812,DDA-74214,30790,2026-03-05,2026-03-19
East West Bank,EWB-1000140,Construction,GNMA,Borrower 140,"7300 Main St, Unit 7",Commercial & Multi-Family (5+ Units),CS1,NJ,West,2,M,Robert Brown,2023-10-22,2053-10-14,2026-04-20,1028,60-Day Delinquent,60,288157,0,385362,375983,2023-10-07,586,76.64,2025-11-03,2757,687,DDA-20449,44464,2026-03-07,2026-03-20
East West Bank,EWB-1000141,Conventional,PRIV,Borrower 141,"5803 Main St, Unit 44",Commercial & Multi-Family (5+ Units),CS1,WA,East,1,PIF,Joseph White,2022-07-19,2052-07-11,2026-04-20,2228,Current,0,562431,0,947079,1039173,2022-07-04,798,54.12,2025-12-12,3511,680,DDA-47134,29761,2026-03-03,2026-03-18
East West Bank,EWB-1000142,Equity,FNMA,Borrower 142,"5487 Main St, Unit 38",Commercial & Multi-Family (5+ Units),CE1,WA,South,3,DIS,Michael Chen,2023-04-19,2053-04-11,2026-04-20,3123,90-Day Delinquent,90,583482,2199,630761,597068,2023-04-04,797,97.72,2025-12-28,2525,336,DDA-18106,9664,2026-03-16,2026-03-20
East West Bank,EWB-1000143,Foreign National,EWB-INT,Borrower 143,"2333 Main St, Unit 16",Residential Property (1-4 Units),CR1,NJ,North,3,BK,Jessica Taylor,2022-01-27,2052-01-20,2026-04-20,2064,Current,0,308908,0,414512,514971,2022-01-12,737,59.99,2025-11-27,1276,723,DDA-69793,13111,2026-03-18,2026-03-21
East West Bank,EWB-1000144,Equity,FNMA,Borrower 144,"9636 Main St, Unit 41",Residential Property (1-4 Units),LC1,TX,West,1,LOSS,Barbara Taylor,2023-01-05,2052-12-28,2026-04-20,4049,Current,0,862464,0,1436125,1511075,2022-12-21,616,57.08,2025-12-19,1734,545,DDA-27182,16753,2026-03-07,2026-03-19
East West Bank,EWB-1000145,Construction,EWB-INT,Borrower 145,"8055 Main St, Unit 30",Commercial & Multi-Family (5+ Units),LC1,MA,South,4,PIF,Emily Watson,2023-10-05,2053-09-27,2026-04-20,3429,60-Day Delinquent,60,337880,0,598982,660004,2023-09-20,586,51.19,2025-12-26,4782,678,DDA-83936,31764,2026-03-07,2026-03-16
East West Bank,EWB-1000146,Equity,FNMA,Borrower 146,"1648 Main St, Unit 50",Residential Property (1-4 Units),SP1,WA,East,1,TRNS,James Miller,2023-01-29,2053-01-21,2026-04-20,3418,Current,0,1063573,0,1230673,1318110,2023-01-14,802,80.69,2025-11-05,4010,728,DDA-83556,10405,2026-03-09,2026-03-16
East West Bank,EWB-1000147,ARM,PRIV,Borrower 147,"755 Main St, Unit 21",Residential Property (1-4 Units),CE1,NY,South,1,FC,Patricia Hernandez,2022-10-03,2052-09-25,2026-04-20,1870,Current,0,772261,0,816326,770682,2022-09-18,754,100.2,2025-11-02,2830,459,DDA-90063,8783,2026-03-11,2026-03-20
East West Bank,EWB-1000148,Equity,PRIV,Borrower 148,"3245 Main St, Unit 16",Residential Property (1-4 Units),CR1,NY,West,4,DIS,Thomas Thompson,2022-07-27,2052-07-19,2026-04-20,2489,30-Day Delinquent,30,138744,0,268834,281071,2022-07-12,645,49.36,2025-11-29,4627,44,DDA-49769,25416,2026-03-02,2026-03-17
