Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Occup Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge off Amount,Orig Appraisal Amount,Orig Appraisal Date,Appraisal Value,Appraisal Date,FICO,Total LTV,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date,Resp 5/9
East West Bank,EWB-1000074,Foreign National,FNMA,Borrower 74,"8563 Main St, Unit 6",Commercial & Multi-Family (5+ Units),SP1,NJ,2,PIF,Lisa Williams,2022-12-16,2052-12-08,2026-04-21,2166,Current,0,527340,0,816326,2022-11-16,866244,2026-01-01,732,60.88,2026-01-25,3403,420,SAV-52564,48568,2026-03-16,2026-03-20,N
East West Bank,EWB-1000075,Specialty,FHLMC,Borrower 75,"5821 Main St, Unit 34",Residential Property (1-4 Units),CR1,FL,3,BK,James Miller,2023-09-07,2053-08-30,2026-04-21,1715,Current,0,219407,0,434821,2023-08-08,500940,2025-04-13,637,43.8,2026-02-21,3540,493,SAV-96158,48849,2026-03-20,2026-03-18,Y
East West Bank,EWB-1000076,Construction,PRIV,Borrower 76,"869 Main St, Unit 21",Residential Property (1-4 Units),CS1,TX,1,SII,Karen Anderson,2022-06-25,2052-06-17,2026-04-21,3368,Current,0,1100162,0,1175715,2022-05-26,1246658,2024-04-10,633,88.25,2026-03-02,1917,119,SAV-17327,49808,2026-03-17,2026-03-17,NA
East West Bank,EWB-1000077,ARM,PRIV,Borrower 77,"4340 Main St, Unit 3",Commercial & Multi-Family (5+ Units),CE1,CA,2,SII,Richard Davis,2023-11-17,2053-11-09,2026-04-21,1844,Current,0,1088590,0,1312208,2023-10-18,1329053,2025-06-02,632,81.91,2026-01-24,1160,246,SAV-24271,2942,2026-03-10,2026-03-21,Y
East West Bank,EWB-1000078,ARM,GNMA,Borrower 78,"4743 Main St, Unit 45",Residential Property (1-4 Units),CR1,IL,4,SII,Karen Anderson,2022-01-23,2052-01-16,2026-04-21,4377,Current,0,924611,0,1154646,2021-12-24,1467821,2025-08-09,841,62.99,2026-02-27,2925,405,SAV-45270,12402,2026-03-10,2026-03-22,N
East West Bank,EWB-1000079,Equity,GNMA,Borrower 79,"4625 Main St, Unit 49",Residential Property (1-4 Units),SP1,IL,4,LOSS,Lisa Williams,2023-08-03,2053-07-26,2026-04-21,1496,Current,0,416861,0,599395,2023-07-04,683638,2025-03-08,626,60.98,2026-02-28,1072,191,SAV-86226,48318,2026-03-14,2026-03-20,Y
East West Bank,EWB-1000080,Construction,GNMA,Borrower 80,"440 Main St, Unit 30",Residential Property (1-4 Units),SP1,NY,2,LEG,Susan Martinez,2023-05-04,2053-04-26,2026-04-21,3594,30-Day Delinquent,30,712084,0,877975,2023-04-04,825579,2024-05-06,848,86.25,2026-02-03,3561,424,SAV-17012,35749,2026-03-10,2026-03-17,N
East West Bank,EWB-1000081,ARM,GNMA,Borrower 81,"7001 Main St, Unit 33",Commercial & Multi-Family (5+ Units),LC1,NJ,1,PIF,Susan Martinez,2023-05-22,2053-05-14,2026-04-21,2943,90-Day Delinquent,120,594737,2826,1179225,2023-04-22,1164366,2024-04-22,726,51.08,2026-03-01,1256,456,SAV-60522,45705,2026-03-22,2026-03-20,N
East West Bank,EWB-1000082,ARM,FHLMC,Borrower 82,"9849 Main St, Unit 28",Commercial & Multi-Family (5+ Units),LC1,NY,3,SII,Patricia Hernandez,2023-06-27,2053-06-19,2026-04-21,3688,60-Day Delinquent,60,154859,0,178251,2023-05-28,163464,2025-12-25,808,94.74,2026-02-02,2522,63,SAV-39381,39413,2026-03-10,2026-03-19,NA
East West Bank,EWB-1000083,Specialty,EWB-INT,Borrower 83,"7523 Main St, Unit 42",Commercial & Multi-Family (5+ Units),HE1,FL,4,TRNS,Joseph White,2022-08-29,2052-08-21,2026-04-21,2439,Current,0,815431,0,1466669,2022-07-30,1643443,2025-10-17,708,49.62,2026-02-25,1693,109,SAV-72376,16015,2026-03-12,2026-03-18,N
East West Bank,EWB-1000084,Equity,GNMA,Borrower 84,"7819 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CS1,GA,2,FC,James Miller,2022-07-07,2052-06-29,2026-04-21,4023,Current,0,563748,0,953328,2022-06-07,933163,2025-11-17,705,60.41,2026-01-23,3956,295,SAV-40369,2654,2026-03-11,2026-03-20,Y
East West Bank,EWB-1000085,Specialty,GNMA,Borrower 85,"9023 Main St, Unit 44",Residential Property (1-4 Units),CR1,IL,4,LEG,Matthew Moore,2023-01-25,2053-01-17,2026-04-21,1478,Current,0,623650,0,1218632,2022-12-26,1462574,2024-10-21,816,42.64,2026-03-02,3607,422,SAV-83126,46291,2026-03-13,2026-03-22,N
East West Bank,EWB-1000086,Foreign National,FHLMC,Borrower 86,"2207 Main St, Unit 11",Residential Property (1-4 Units),CE1,CA,2,PIF,Sarah Jenkins,2022-12-29,2052-12-21,2026-04-21,3774,Current,0,823740,0,1332991,2022-11-29,1264648,2025-08-16,771,65.14,2026-02-27,3774,413,SAV-39746,28835,2026-03-07,2026-03-18,N
East West Bank,EWB-1000087,Specialty,FNMA,Borrower 87,"9045 Main St, Unit 2",Commercial & Multi-Family (5+ Units),LC1,VA,3,TRNS,Daniel Martin,2023-02-25,2053-02-17,2026-04-21,3594,Current,0,323268,0,402764,2023-01-26,467522,2025-06-19,655,69.14,2026-03-21,2253,438,SAV-12268,17832,2026-03-21,2026-03-22,N
East West Bank,EWB-1000088,Conventional,FNMA,Borrower 88,"7229 Main St, Unit 31",Residential Property (1-4 Units),HE1,NY,3,SII,Michael Chen,2022-08-10,2052-08-02,2026-04-21,3744,Current,0,191610,0,294356,2022-07-11,317319,2025-11-27,764,60.38,2026-01-26,3546,492,SAV-48175,15909,2026-03-19,2026-03-22,N
East West Bank,EWB-1000089,Specialty,EWB-INT,Borrower 89,"8536 Main St, Unit 2",Commercial & Multi-Family (5+ Units),CR1,NY,4,DIS,Christopher Thomas,2023-12-16,2053-12-08,2026-04-21,2358,Current,0,120170,0,159435,2023-11-16,156157,2025-12-14,626,76.95,2026-02-01,2355,415,SAV-27721,8114,2026-03-07,2026-03-21,N
East West Bank,EWB-1000090,Foreign National,EWB-INT,Borrower 90,"5421 Main St, Unit 23",Commercial & Multi-Family (5+ Units),CE1,WA,1,REO,Matthew Moore,2022-08-25,2052-08-17,2026-04-21,4413,Current,0,189996,0,228781,2022-07-26,240582,2024-11-25,783,78.97,2026-03-02,2856,198,SAV-60821,21269,2026-03-13,2026-03-17,NA
East West Bank,EWB-1000091,Conventional,PRIV,Borrower 91,"8950 Main St, Unit 46",Residential Property (1-4 Units),LC1,NY,2,LOSS,Sarah Jenkins,2023-07-24,2053-07-16,2026-04-21,1049,Current,0,771458,0,926665,2023-06-24,930484,2024-12-16,618,82.91,2026-02-14,3057,396,SAV-63385,9565,2026-03-18,2026-03-17,Y
East West Bank,EWB-1000092,Conventional,FHLMC,Borrower 92,"8808 Main St, Unit 41",Commercial & Multi-Family (5+ Units),CS1,FL,1,PIF,Patricia Hernandez,2023-08-17,2053-08-09,2026-04-21,1649,Current,0,891054,0,1257677,2023-07-18,1358325,2025-03-01,602,65.6,2026-01-30,3334,481,SAV-84479,3790,2026-03-14,2026-03-19,Y
East West Bank,EWB-1000093,Lot Loan,PRIV,Borrower 93,"162 Main St, Unit 25",Commercial & Multi-Family (5+ Units),HE1,NY,4,M,Margaret Harris,2022-05-09,2052-05-01,2026-04-21,2576,Current,0,491031,0,800419,2022-04-09,802327,2025-07-13,829,61.2,2026-01-24,2176,128,SAV-77725,47736,2026-03-11,2026-03-17,N
East West Bank,EWB-1000094,ARM,FNMA,Borrower 94,"8469 Main St, Unit 48",Residential Property (1-4 Units),CR1,VA,4,REO,Christopher Thomas,2023-08-04,2053-07-27,2026-04-21,3502,90-Day Delinquent,120,225496,113,421967,2023-07-05,512472,2025-04-02,583,44.0,2026-01-22,3678,240,SAV-82529,35015,2026-03-22,2026-03-18,N
East West Bank,EWB-1000095,Lot Loan,FHLMC,Borrower 95,"3979 Main St, Unit 21",Residential Property (1-4 Units),CE1,TX,1,TRNS,John Smith,2022-01-06,2051-12-30,2026-04-21,2780,30-Day Delinquent,30,252950,0,338751,2021-12-07,317638,2025-06-08,739,79.63,2026-03-01,3416,488,SAV-70935,43784,2026-03-08,2026-03-20,NA
East West Bank,EWB-1000096,Lot Loan,PRIV,Borrower 96,"3748 Main St, Unit 32",Commercial & Multi-Family (5+ Units),CE1,VA,1,LEG,Nancy Jackson,2023-07-03,2053-06-25,2026-04-21,3637,90-Day Delinquent,120,1034903,4982,1347719,2023-06-03,1305540,2024-04-02,742,79.27,2026-01-31,3145,13,SAV-64710,29345,2026-03-07,2026-03-21,N
East West Bank,EWB-1000097,Specialty,PRIV,Borrower 97,"5379 Main St, Unit 10",Residential Property (1-4 Units),CS1,FL,1,PIF,Thomas Thompson,2022-02-27,2052-02-20,2026-04-21,2745,30-Day Delinquent,30,1069277,0,1202576,2022-01-28,1540930,2024-04-01,680,69.39,2026-01-23,3175,388,SAV-88087,46020,2026-03-22,2026-03-17,N
East West Bank,EWB-1000098,Construction,FHLMC,Borrower 98,"878 Main St, Unit 33",Residential Property (1-4 Units),CS1,GA,1,REO,Charles Wilson,2023-05-07,2053-04-29,2026-04-21,2529,30-Day Delinquent,30,392563,0,641072,2023-04-07,780463,2024-12-31,747,50.3,2026-03-19,3749,52,SAV-39384,2229,2026-03-19,2026-03-17,N
East West Bank,EWB-1000099,Conventional,PRIV,Borrower 99,"8615 Main St, Unit 15",Residential Property (1-4 Units),CS1,WA,3,FC,Charles Wilson,2022-10-05,2052-09-27,2026-04-21,3006,90-Day Delinquent,90,260535,332,301836,2022-09-05,289076,2025-01-20,591,90.13,2026-02-15,1254,83,SAV-35745,38508,2026-03-20,2026-03-21,N
East West Bank,EWB-1000100,Conventional,GNMA,Borrower 100,"4590 Main St, Unit 3",Residential Property (1-4 Units),CR1,VA,4,DIS,John Smith,2022-08-08,2052-07-31,2026-04-21,2186,Current,0,741707,0,817521,2022-07-09,863757,2025-06-13,821,85.87,2026-01-26,3851,330,SAV-97554,32100,2026-03-15,2026-03-17,NA
East West Bank,EWB-1000101,Lot Loan,GNMA,Borrower 101,"6891 Main St, Unit 30",Residential Property (1-4 Units),LC1,CA,2,FC,Lisa Williams,2023-04-25,2053-04-17,2026-04-21,3136,30-Day Delinquent,30,578402,0,699639,2023-03-26,665176,2024-06-26,669,86.95,2026-02-28,2316,212,SAV-51976,19024,2026-03-20,2026-03-17,N
East West Bank,EWB-1000102,Specialty,EWB-INT,Borrower 102,"7077 Main St, Unit 16",Residential Property (1-4 Units),HE1,FL,3,LEG,Linda Garcia,2024-01-02,2053-12-25,2026-04-21,3184,Current,0,607318,0,650328,2023-12-03,686111,2025-08-09,693,88.52,2026-02-11,2250,6,SAV-72412,719,2026-03-08,2026-03-22,N
East West Bank,EWB-1000103,Conventional,FNMA,Borrower 103,"1208 Main St, Unit 9",Residential Property (1-4 Units),HE1,MA,4,LOSS,Daniel Martin,2023-10-12,2053-10-04,2026-04-21,3134,30-Day Delinquent,30,165592,0,281484,2023-09-12,336836,2025-02-10,796,49.16,2026-03-02,2942,185,SAV-55350,24092,2026-03-17,2026-03-20,NA
East West Bank,EWB-1000104,Conventional,FNMA,Borrower 104,"2230 Main St, Unit 5",Residential Property (1-4 Units),SP1,VA,4,LEG,Richard Davis,2023-06-14,2053-06-06,2026-04-21,4329,60-Day Delinquent,60,1103501,0,1422568,2023-05-15,1383014,2024-04-16,771,79.79,2026-01-30,1544,355,SAV-60788,24348,2026-03-20,2026-03-19,N
East West Bank,EWB-1000105,Conventional,FNMA,Borrower 105,"3675 Main St, Unit 24",Residential Property (1-4 Units),CS1,WA,3,DIS,Daniel Martin,2023-03-26,2053-03-18,2026-04-21,1183,Current,0,620097,0,1019474,2023-02-24,985591,2024-08-22,675,62.92,2026-03-15,1439,219,SAV-96813,22329,2026-03-21,2026-03-19,NA
East West Bank,EWB-1000106,Equity,FNMA,Borrower 106,"9857 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CE1,TX,4,TRNS,John Smith,2022-12-18,2052-12-10,2026-04-21,1057,Current,0,378129,0,550573,2022-11-18,580300,2026-01-15,847,65.16,2026-01-24,1920,216,SAV-13136,49700,2026-03-20,2026-03-21,NA
East West Bank,EWB-1000107,Specialty,PRIV,Borrower 107,"2565 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CS1,MA,1,PIF,Sandra Garcia,2023-04-11,2053-04-03,2026-04-21,2043,Current,0,763633,0,848646,2023-03-12,826560,2025-07-19,641,92.39,2026-02-13,2257,451,SAV-70050,34598,2026-03-17,2026-03-22,N
East West Bank,EWB-1000108,Specialty,GNMA,Borrower 108,"6427 Main St, Unit 13",Residential Property (1-4 Units),CS1,NY,3,DIS,Karen Anderson,2022-08-29,2052-08-21,2026-04-21,2241,Current,0,683419,0,1118021,2022-07-30,1028979,2025-01-20,766,66.42,2026-02-20,1006,128,SAV-28569,19924,2026-03-22,2026-03-20,NA
East West Bank,EWB-1000109,Foreign National,FHLMC,Borrower 109,"7266 Main St, Unit 20",Residential Property (1-4 Units),CR1,VA,2,BK,Daniel Martin,2023-04-05,2053-03-28,2026-04-21,3479,Current,0,904625,0,1278035,2023-03-06,1580432,2025-01-21,812,57.24,2026-02-24,3776,301,SAV-73505,38926,2026-03-12,2026-03-21,NA
East West Bank,EWB-1000110,Lot Loan,FNMA,Borrower 110,"2287 Main St, Unit 21",Commercial & Multi-Family (5+ Units),CS1,MA,4,TRNS,Christopher Thomas,2022-01-19,2052-01-12,2026-04-21,1864,60-Day Delinquent,60,822938,0,1257739,2021-12-20,1593388,2025-02-02,631,51.65,2026-03-13,2574,301,SAV-73290,32237,2026-03-18,2026-03-17,N
East West Bank,EWB-1000111,Foreign National,EWB-INT,Borrower 111,"2108 Main St, Unit 28",Residential Property (1-4 Units),CE1,WA,4,BK,Patricia Hernandez,2022-10-02,2052-09-24,2026-04-21,4238,Current,0,140656,0,155486,2022-09-02,175995,2025-09-30,648,79.92,2026-03-09,2781,470,SAV-48338,44714,2026-03-09,2026-03-21,N
East West Bank,EWB-1000112,Foreign National,GNMA,Borrower 112,"8681 Main St, Unit 43",Residential Property (1-4 Units),SP1,WA,3,PIF,Thomas Thompson,2023-02-02,2053-01-25,2026-04-21,1003,Current,0,327210,0,370184,2023-01-03,375630,2024-11-09,632,87.11,2026-02-01,1883,241,SAV-52680,2612,2026-03-11,2026-03-19,NA
East West Bank,EWB-1000113,ARM,PRIV,Borrower 113,"8127 Main St, Unit 20",Commercial & Multi-Family (5+ Units),SP1,FL,4,DIS,Patricia Hernandez,2022-06-30,2052-06-22,2026-04-21,1291,60-Day Delinquent,60,380202,0,439336,2022-05-31,451976,2026-01-13,688,84.12,2026-01-22,2401,252,SAV-62422,28080,2026-03-15,2026-03-17,NA
East West Bank,EWB-1000114,Lot Loan,FNMA,Borrower 114,"7597 Main St, Unit 41",Commercial & Multi-Family (5+ Units),CS1,WA,2,SII,Patricia Hernandez,2022-08-20,2052-08-12,2026-04-21,3994,90-Day Delinquent,120,541738,3291,695977,2022-07-21,737472,2025-01-19,802,73.46,2026-02-14,1240,96,SAV-62268,41618,2026-03-20,2026-03-19,NA
East West Bank,EWB-1000115,Equity,EWB-INT,Borrower 115,"7594 Main St, Unit 30",Residential Property (1-4 Units),HE1,NY,4,TRNS,Nancy Jackson,2022-07-23,2052-07-15,2026-04-21,3045,Current,0,692739,0,1091218,2022-06-23,1396607,2025-07-21,800,49.6,2026-01-23,1809,133,SAV-69889,45501,2026-03-20,2026-03-22,N
East West Bank,EWB-1000116,ARM,GNMA,Borrower 116,"271 Main St, Unit 6",Residential Property (1-4 Units),SP1,FL,2,PIF,Sandra Garcia,2023-06-24,2053-06-16,2026-04-21,3235,Current,0,264446,0,329208,2023-05-25,403230,2025-12-09,832,65.58,2026-02-01,1925,101,SAV-36384,23211,2026-03-16,2026-03-19,N
East West Bank,EWB-1000117,Equity,PRIV,Borrower 117,"4007 Main St, Unit 47",Residential Property (1-4 Units),HE1,CA,2,LOSS,Charles Wilson,2023-07-21,2053-07-13,2026-04-21,3780,60-Day Delinquent,60,804356,0,1482397,2023-06-21,1578078,2024-05-09,747,50.97,2026-02-19,3901,158,SAV-61256,15703,2026-03-20,2026-03-19,N
East West Bank,EWB-1000118,ARM,FHLMC,Borrower 118,"1779 Main St, Unit 29",Commercial & Multi-Family (5+ Units),HE1,MA,1,LOSS,Thomas Thompson,2022-09-26,2052-09-18,2026-04-21,2414,Current,0,449142,0,505249,2022-08-27,574792,2024-05-28,773,78.14,2026-03-06,2226,7,SAV-33277,30509,2026-03-13,2026-03-20,Y
East West Bank,EWB-1000119,Specialty,FHLMC,Borrower 119,"7145 Main St, Unit 18",Commercial & Multi-Family (5+ Units),CR1,GA,3,M,David Rodriguez,2022-01-02,2051-12-26,2026-04-21,4562,Current,0,1030985,0,1487682,2021-12-03,1846434,2024-05-14,724,55.84,2026-03-03,1365,46,SAV-41208,13800,2026-03-17,2026-03-20,NA
East West Bank,EWB-1000120,Conventional,PRIV,Borrower 120,"8238 Main St, Unit 42",Commercial & Multi-Family (5+ Units),CR1,GA,4,TRNS,Sarah Jenkins,2023-08-29,2053-08-21,2026-04-21,2001,90-Day Delinquent,120,532673,398,842440,2023-07-30,793996,2025-04-26,711,67.09,2026-02-09,2305,47,SAV-15036,9171,2026-03-11,2026-03-20,NA
East West Bank,EWB-1000121,Foreign National,EWB-INT,Borrower 121,"9051 Main St, Unit 15",Commercial & Multi-Family (5+ Units),CR1,IL,1,BK,Lisa Williams,2023-04-02,2053-03-25,2026-04-21,4461,Current,0,567458,0,894699,2023-03-03,883177,2025-01-02,761,64.25,2026-03-07,3198,279,SAV-10024,24454,2026-03-17,2026-03-21,N
East West Bank,EWB-1000122,Equity,FHLMC,Borrower 122,"1729 Main St, Unit 42",Residential Property (1-4 Units),CS1,IL,3,BK,Christopher Thomas,2022-01-29,2052-01-22,2026-04-21,4459,30-Day Delinquent,30,693104,0,961721,2021-12-30,1119750,2024-09-08,618,61.9,2026-01-25,3162,348,SAV-84407,31089,2026-03-08,2026-03-20,N
East West Bank,EWB-1000123,Construction,FNMA,Borrower 123,"3379 Main St, Unit 1",Residential Property (1-4 Units),CR1,NJ,4,LEG,Patricia Hernandez,2023-10-07,2053-09-29,2026-04-21,3319,Current,0,824121,0,1284764,2023-09-07,1355192,2024-05-09,821,60.81,2026-03-18,3436,69,SAV-15047,7722,2026-03-09,2026-03-17,NA
East West Bank,EWB-1000124,Lot Loan,EWB-INT,Borrower 124,"1465 Main St, Unit 26",Residential Property (1-4 Units),LC1,MA,1,PIF,Robert Brown,2022-12-15,2052-12-07,2026-04-21,3033,Current,0,689651,0,798249,2022-11-15,757131,2024-05-02,580,91.09,2026-02-14,2246,198,SAV-64664,38178,2026-03-18,2026-03-22,Y
East West Bank,EWB-1000125,Conventional,FHLMC,Borrower 125,"556 Main St, Unit 13",Residential Property (1-4 Units),CE1,IL,4,REO,Thomas Thompson,2022-05-13,2052-05-05,2026-04-21,4263,30-Day Delinquent,30,679229,0,1016651,2022-04-13,1093631,2025-08-15,770,62.11,2026-03-12,3625,474,SAV-53891,13048,2026-03-10,2026-03-18,N
East West Bank,EWB-1000126,Conventional,FHLMC,Borrower 126,"8063 Main St, Unit 19",Residential Property (1-4 Units),CE1,TX,3,LEG,Michael Chen,2023-08-06,2053-07-29,2026-04-21,2008,Current,0,278221,0,363920,2023-07-07,466245,2025-10-27,713,59.67,2026-03-02,3329,299,SAV-19677,35409,2026-03-14,2026-03-22,Y
East West Bank,EWB-1000127,Construction,FNMA,Borrower 127,"1757 Main St, Unit 46",Residential Property (1-4 Units),CR1,NJ,3,LEG,Matthew Moore,2022-06-18,2052-06-10,2026-04-21,1444,60-Day Delinquent,60,552387,0,803983,2022-05-19,749062,2025-09-01,728,73.74,2026-03-11,1811,17,SAV-91587,37258,2026-03-07,2026-03-22,N
East West Bank,EWB-1000128,Construction,EWB-INT,Borrower 128,"1583 Main St, Unit 24",Residential Property (1-4 Units),CR1,WA,3,BK,Matthew Moore,2023-12-25,2053-12-17,2026-04-21,4742,Current,0,822559,0,1391290,2023-11-25,1513555,2025-07-07,743,54.35,2026-03-02,1712,431,SAV-32035,42260,2026-03-12,2026-03-19,Y
East West Bank,EWB-1000129,ARM,FNMA,Borrower 129,"9509 Main St, Unit 18",Commercial & Multi-Family (5+ Units),CE1,MA,3,PIF,Linda Garcia,2022-02-24,2052-02-17,2026-04-21,4209,Current,0,351388,0,425987,2022-01-25,427284,2024-12-07,626,82.24,2026-02-13,1686,384,SAV-92802,35175,2026-03-10,2026-03-17,N
East West Bank,EWB-1000130,Equity,FNMA,Borrower 130,"8689 Main St, Unit 23",Residential Property (1-4 Units),CR1,CA,1,REO,Michael Chen,2022-03-24,2052-03-16,2026-04-21,3597,30-Day Delinquent,30,232343,0,409214,2022-02-22,450578,2025-01-02,580,51.57,2026-02-14,3427,66,SAV-68301,34893,2026-03-10,2026-03-20,NA
East West Bank,EWB-1000131,Construction,FHLMC,Borrower 131,"422 Main St, Unit 18",Commercial & Multi-Family (5+ Units),HE1,TX,2,DIS,Barbara Taylor,2023-07-14,2053-07-06,2026-04-21,4368,30-Day Delinquent,30,735257,0,1348735,2023-06-14,1644144,2024-11-07,591,44.72,2026-01-27,3970,487,SAV-19288,1416,2026-03-18,2026-03-19,Y
East West Bank,EWB-1000132,Lot Loan,FHLMC,Borrower 132,"6851 Main St, Unit 49",Residential Property (1-4 Units),CR1,NJ,1,LOSS,Daniel Martin,2022-09-30,2052-09-22,2026-04-21,4675,90-Day Delinquent,120,889855,2469,1209599,2022-08-31,1569656,2025-02-28,735,56.69,2026-02-07,1659,417,SAV-74105,15765,2026-03-08,2026-03-19,Y
East West Bank,EWB-1000133,Construction,PRIV,Borrower 133,"4119 Main St, Unit 45",Commercial & Multi-Family (5+ Units),CE1,IL,1,DIS,Linda Garcia,2023-12-15,2053-12-07,2026-04-21,1141,Current,0,716539,0,1207913,2023-11-15,1319605,2025-03-10,743,54.3,2026-02-05,2232,225,SAV-98537,15505,2026-03-07,2026-03-20,NA
East West Bank,EWB-1000134,Equity,GNMA,Borrower 134,"3080 Main St, Unit 30",Residential Property (1-4 Units),HE1,NJ,3,DIS,Jessica Taylor,2023-10-24,2053-10-16,2026-04-21,3861,Current,0,732671,0,837281,2023-09-24,821119,2024-08-30,799,89.23,2026-02-05,1032,494,SAV-19072,23661,2026-03-21,2026-03-17,NA
East West Bank,EWB-1000135,Lot Loan,PRIV,Borrower 135,"5286 Main St, Unit 48",Commercial & Multi-Family (5+ Units),CS1,TX,2,PIF,Daniel Martin,2023-02-19,2053-02-11,2026-04-21,3505,Current,0,727788,0,941267,2023-01-20,857707,2024-10-07,724,84.85,2026-03-17,1545,416,SAV-35498,45909,2026-03-07,2026-03-17,Y
East West Bank,EWB-1000136,ARM,GNMA,Borrower 136,"7768 Main St, Unit 7",Residential Property (1-4 Units),SP1,GA,1,PIF,Donald Martinez,2023-02-08,2053-01-31,2026-04-21,1190,Current,0,407748,0,467428,2023-01-09,552112,2024-11-17,799,73.85,2026-02-07,2492,266,SAV-19255,23166,2026-03-13,2026-03-22,NA
East West Bank,EWB-1000137,Equity,FHLMC,Borrower 137,"2838 Main St, Unit 3",Commercial & Multi-Family (5+ Units),LC1,NY,4,LEG,Nancy Jackson,2023-11-25,2053-11-17,2026-04-21,3027,Current,0,860912,0,1363997,2023-10-26,1240021,2024-08-23,832,69.43,2026-01-27,2030,62,SAV-87517,32482,2026-03-10,2026-03-19,NA
East West Bank,EWB-1000138,Conventional,GNMA,Borrower 138,"8347 Main St, Unit 13",Residential Property (1-4 Units),HE1,GA,4,SII,Jessica Taylor,2022-04-04,2052-03-27,2026-04-21,3041,90-Day Delinquent,120,373668,2018,730466,2022-03-05,802146,2025-06-10,776,46.58,2026-02-24,2413,155,SAV-36052,40061,2026-03-07,2026-03-19,NA
East West Bank,EWB-1000139,Foreign National,EWB-INT,Borrower 139,"9938 Main St, Unit 43",Commercial & Multi-Family (5+ Units),CR1,MA,4,SII,Thomas Thompson,2022-06-06,2052-05-29,2026-04-21,4294,30-Day Delinquent,30,1169307,0,1328049,2022-05-07,1566885,2026-02-11,821,74.63,2026-02-26,1017,472,SAV-58070,36724,2026-03-13,2026-03-22,N
East West Bank,EWB-1000140,Lot Loan,GNMA,Borrower 140,"2965 Main St, Unit 26",Commercial & Multi-Family (5+ Units),CR1,IL,2,SII,Joseph White,2022-06-19,2052-06-11,2026-04-21,2290,Current,0,1115533,0,1367540,2022-05-20,1479812,2025-10-25,644,75.38,2026-02-27,2640,411,SAV-68973,2713,2026-03-14,2026-03-18,N
East West Bank,EWB-1000141,Construction,GNMA,Borrower 141,"6731 Main St, Unit 36",Residential Property (1-4 Units),HE1,MA,2,SII,David Rodriguez,2022-01-01,2051-12-25,2026-04-21,1570,Current,0,188473,0,262816,2021-12-02,260221,2025-05-15,642,72.43,2026-02-08,3709,425,SAV-11208,10512,2026-03-19,2026-03-18,NA
East West Bank,EWB-1000142,Specialty,PRIV,Borrower 142,"3025 Main St, Unit 49",Commercial & Multi-Family (5+ Units),HE1,WA,1,LEG,Daniel Martin,2023-05-21,2053-05-13,2026-04-21,2553,Current,0,344173,0,419114,2023-04-21,440476,2024-04-03,677,78.14,2026-01-22,2453,32,SAV-22227,48453,2026-03-18,2026-03-18,NA
East West Bank,EWB-1000143,Equity,GNMA,Borrower 143,"4441 Main St, Unit 33",Residential Property (1-4 Units),CS1,IL,4,SII,Daniel Martin,2022-07-05,2052-06-27,2026-04-21,4120,Current,0,369236,0,420846,2022-06-05,470555,2025-02-01,585,78.47,2026-01-31,3981,185,SAV-71731,45861,2026-03-07,2026-03-21,N
East West Bank,EWB-1000144,ARM,GNMA,Borrower 144,"4246 Main St, Unit 10",Residential Property (1-4 Units),SP1,NY,1,REO,James Miller,2022-01-29,2052-01-22,2026-04-21,3119,30-Day Delinquent,30,704179,0,865460,2021-12-30,932737,2024-05-17,838,75.5,2026-03-19,1313,69,SAV-77661,21680,2026-03-22,2026-03-20,NA
